ALL RESULTS  ARE PRINTED IN THE CODE WITH CORRECT DECIMAL PLACES INCLUDING Approximate error
----------------------------------------------------------------------------------
X              Y approx                   Y Exact             True Error			
-----------------------------------------------------------------------------------			
0	200	                199.994             0.003000090003 %	
0.2	218	                217.8389207     0.07394423274 %	
0.4	235	                235.1118777      0.04758487994 %	
0.6	251	                251.4402129      0.1750765793 %	
----------------------------------------------------------------------------------			
23.6	60.78984548	703.6598123	91.3609042%
23.8	65.84444688	707.9772468	90.6996380%
24	72.26077348	714.1792987	89.8819843%
24.2	79.78302171	722.1157996	88.9514920%
24.4	88.11129888	731.566468	87.9558041%
24.6	96.91357889	742.2497011	86.9432647%
24.8	105.838939	753.8338104	85.9599109%
25	114.53155		765.950255	85.0471295%
25.2	122.644862	778.2083434	84.2400993%
25.4	129.8554202	790.2108181	83.5669903%
25.6	135.8757599	801.5697024	83.0487905%
25.8	140.4658671	811.9217768	82.6995813%
26	143.4427466	820.9430684	82.5270774%
26.2	144.6877179	828.3617754	82.5332696%
26.4	144.1511464	833.9691121	82.7150497%
26.6	141.8544218	837.6276407	83.0647396%
26.8	137.8891061	839.2767597	83.5704844%
27	132.4132827	838.935128	84.2165052%
27.2	125.6452544	836.6999296	84.9832359%
27.4	117.85484		832.7430077	85.8473936%
27.6	109.3526179	827.3040218	86.7820517%
27.8	100.4775441	820.6809018	87.7568073%
28	91.58343902	813.2179781	88.7381438%
28.2	83.02488193	805.2922629	89.6900932%
28.4	75.1430749	797.2984271	90.5752887%
28.6	68.25224014	789.6330747	91.3564613%
28.8	62.62709302	782.6789386	91.9983674%
29	58.49188995	776.7896302	92.4700475%
29.2	56.01148804	772.2755498	92.7472146%
29.4	55.28477272	769.3915192	92.8144811%
29.6	56.34071551	768.3266306	92.6670880%
29.8	59.13721901	769.196715	92.3118212%
30	63.56279518	772.0397322	91.7669010%
30.2	69.44101002	776.8142646	91.0607962%
30.4	76.53751744	783.4011753	90.2300992%
30.6	84.56940188	791.6083653	89.3167625%
30.8	93.21645728	801.1784386	88.3650816%
31	102.1339527	811.7989707	87.4188123%
31.2	110.9663755	823.1149712	86.5187271%
31.4	119.3616048	834.7430428	85.7007967%
31.6	126.9849491	846.2866729	84.9950433%
31.8	133.5324898	857.3520479	84.4250107%
32	138.7431968	867.5637602	84.0077233%
32.2	142.4093356	876.5797811	83.7539790%
32.4	144.3847489	884.1051026	83.6688253%
32.6	144.590683	889.9035052	83.7520942%
32.8	143.0189278	893.8069813	83.9989024%
33	139.7321444	895.7224397	84.4000621%
33.2	134.8613662	895.6354232	84.9423814%
33.4	128.6007759	893.6106907	85.6088588%
33.6	121.1999633	889.7896421	86.3788071%
33.8	112.9539754	884.3846869	87.2279589%
34	104.1915538	877.6707821	88.1286291%
34.2	95.26202842	869.9744766	89.0500203%
34.4	86.52139132	861.6608988	89.9587655%
34.6	78.31810408	853.1192054	90.8197936%
34.8	70.97920583	844.7470732	91.5975790%
35	64.79727528	836.9348505	92.2577874%
35.2	60.01876646	830.0500006	92.7692589%
35.4	56.83418343	824.4224583	93.1061821%
35.6	55.37048544	820.3314816	93.2502303%
35.8	55.6860255	817.9945242	93.1923719%
36	57.768224		817.5585716	92.9340568%
36.2	61.53407027	819.0942867	92.4875474%
36.4	66.83343186	822.5931982	91.8752754%
36.6	73.45503996	827.9680435	91.1282760%
36.8	81.13491194	835.0562526	90.2838986%
37	89.56687551	843.6264346	89.3831118%
37.2	98.41477491	853.3876077	88.4677521%
37.4	107.3258723	864.0008048	87.5780356%
37.6	115.9449103	875.0925918	86.7505552%
37.8	123.9282751	886.2699605	86.0168706%
38	130.9576952	897.1360014	85.4026931%
38.2	136.7529297	907.3057323	84.9275801%
38.4	141.0829409	916.4214506	84.6050154%
38.6	143.7751049	924.1669992	84.4427355%
38.8	144.7220936	930.280375	84.4431746%
39	143.8861537	934.5641789	84.6039302%
39.2	141.3006113	936.8934903	84.9181777%
39.4	137.0685439	937.2208515	85.3750006%
39.6	131.3586706	935.5781647	85.9596263%
39.8	124.3986261	932.0754242	86.6535880%
40	116.4658855	926.8963361	87.4348532%
40.2	107.8767019	920.2909986	88.2779792%
40.4	98.97349909	912.565936	89.1543728%
40.6	90.11121966	904.0718828	90.0327373%
40.8	81.6431747	895.189805	90.8797917%
41	73.90695845	886.315717	91.6613282%
41.2	67.21098944	877.8448974	92.3436373%
41.4	61.82221481	870.156135	92.8952734%
41.6	57.95546801	863.5966315	93.2890581%
41.8	55.76490402	858.4681641	93.5041384%
42	55.33785373	855.0150581	93.5278504%
42.2	56.69134228	853.4144512	93.3571148%
42.4	59.77141034	853.7692344	92.9991141%
42.6	64.45526533	856.1039553	92.4710936%
42.8	70.55617673	860.3638421	91.7992629%
43	77.83092045	866.4169918	91.0169213%
43.2	85.98947542	874.0596323	90.1620585%
43.4	94.70658579	883.0242499	89.2747469%
43.6	103.6347279	892.9902579	88.3946407%
43.8	112.4179649	903.5967812	87.5588352%
44	120.7061368	914.4570467	86.8002399%
44.2	128.1688203	925.1738065	86.1465144%
44.4	134.5085019	935.3551785	85.6195267%
44.6	139.4724384	944.6302729	85.2352352%
44.8	142.8627334	952.6639819	85.0038696%
45	144.5442265	959.1703431	84.9302861%
45.2	144.4498818	963.9239432	85.0143901%
45.4	142.5834606	966.7689076	85.2515467%
45.6	139.0193712	967.6251187	85.6329307%
45.8	133.8997026	966.4914125	86.1457949%
46	127.4285598	963.4456289	86.7736636%
46.2	119.8639269	958.6415114	87.4964806%
46.4	111.507382		952.3025812	88.2907613%
46.6	102.692074	944.7132292	89.1298152%
46.8	93.76944154	936.2073815	89.9841164%
47	85.09520179	927.15519		90.8219031%
47.2	77.0151693	917.9482786	91.6100753%
47.4	69.85146948	908.9841334	92.3154358%
47.6	63.88969643	900.6502595	92.9062701%
47.8	59.36752724	893.3087352	93.3541983%
48	56.46524651	887.28178		93.6361540%
48.2	55.29855902	882.838912	93.7362798%
48.4	55.91397692	880.1862055	93.6474832%
48.6	58.28696543	879.458079	93.3723998%
48.8	62.32292101	880.7119385	92.9235749%
49	67.86094282	883.9258923	92.3227792%
49.2	74.68024743	888.9996264	91.5995187%
49.4	82.50897067	895.7584063	90.7889259%
49.6	91.03500605	903.9600461	89.9293109%
49.8	99.91844745	913.3045665	89.0596794%
50	108.8051401	923.4461562	88.2174895%
